Customer_ID,Purchase_Date,Quantity,Unit_Price,Total_Amount,Product_Category
C10424,2024-05-15,2,720.59,1441.18,Snacks
C10501,2024-05-07,3,435.52,1306.56,Beverages
C10105,2024-09-29,4,815.21,3260.84,Grocery
C10450,2024-06-24,4,571.6,2286.4,Beverages
C10214,2024-11-05,9,1159.24,10433.16,Beverages
C10472,2024-09-11,5,1062.55,5312.75,Beverages
C10287,2024-10-19,1,648.25,648.25,Snacks
C10481,2024-11-08,3,900.67,2702.0099999999998,Beverages
C10088,2024-06-07,4,397.35,1589.4,Personal Care
C10233,2024-11-03,5,760.01,3800.05,Beverages
C10164,2024-11-23,7,767.37,5371.59,Home Care
C10149,2024-06-15,3,528.05,1584.1499999999999,Home Care
C10184,2024-08-15,1,338.88,338.88,Personal Care
C10229,2024-10-04,1,305.66,305.66,Home Care
C10076,2024-07-27,3,360.67,1082.01,Beverages
C10424,2024-08-24,1,368.57,368.57,Snacks
C10330,2024-09-06,8,801.61,6412.88,Grocery
C10497,2024-09-24,6,959.87,5759.22,Beverages
C10423,2024-11-12,2,349.15,698.3,Personal Care
C10089,2024-07-14,1,326.17,326.17,Grocery
C10041,2024-09-06,2,501.71,1003.42,Beverages
C10253,2024-09-06,1,688.06,688.06,Grocery
C10288,2024-11-26,3,367.81,1103.43,Snacks
C10144,2024-05-31,2,561.07,1122.14,Home Care
C10469,2024-10-19,6,1006.13,6036.78,Grocery
C10348,2024-05-25,3,358.58,1075.74,Grocery
C10448,2024-06-14,2,503.6,1007.2,Personal Care
C10065,2024-09-22,4,456.5,1826.0,Beverages
C10489,2024-12-23,5,823.3,4116.5,Grocery
C10123,2024-12-25,5,774.47,3872.3500000000004,Grocery
C10268,2024-11-06,5,1049.78,5248.9,Personal Care
C10263,2024-12-11,3,232.0,696.0,Personal Care
C10492,2024-12-12,5,357.3,1786.5,Grocery
C10166,2024-12-09,4,406.4,1625.6,Beverages
C10144,2024-11-08,12,527.68,6332.16,Grocery
C10203,2024-11-17,3,916.1,2748.3,Snacks
C10216,2024-11-23,2,318.07,636.14,Personal Care
C10109,2024-09-12,1,474.43,474.43,Home Care
C10105,2024-10-24,3,764.16,2292.48,Beverages
C10138,2024-11-13,1,346.94,346.94,Home Care
C10280,2024-12-03,3,390.9,1172.6999999999998,Beverages
C10206,2024-07-19,3,222.61,667.83,Personal Care
C10235,2024-10-10,5,672.56,3362.7999999999997,Snacks
C10431,2024-07-16,3,284.73,854.19,Personal Care
C10144,2024-08-25,3,568.54,1705.62,Beverages
C10545,2024-09-28,3,591.9,1775.6999999999998,Personal Care
C10451,2024-10-20,3,391.19,1173.57,Beverages
C10104,2024-11-29,6,773.48,4640.88,Home Care
C10188,2024-09-26,4,795.06,3180.24,Grocery
C10110,2024-11-25,3,671.6,2014.8000000000002,Beverages
C10163,2024-11-04,3,550.43,1651.29,Snacks
C10219,2024-12-02,7,1008.43,7059.009999999999,Snacks
C10078,2024-09-29,2,853.36,1706.72,Grocery
C10008,2024-05-24,4,365.51,1462.04,Grocery
C10263,2024-10-13,3,203.93,611.79,Personal Care
C10420,2024-11-10,3,574.49,1723.47,Beverages
C10181,2024-12-03,1,383.98,383.98,Home Care
C10516,2024-10-09,6,767.01,4602.0599999999995,Grocery
C10221,2024-07-28,2,468.13,936.26,Beverages
C10540,2024-12-28,2,849.14,1698.28,Grocery
C10141,2024-05-24,1,225.28,225.28,Snacks
C10323,2024-09-10,5,551.76,2758.8,Snacks
C10457,2024-06-16,3,394.57,1183.71,Snacks
C10035,2024-08-24,4,603.44,2413.76,Home Care
C10558,2024-10-22,4,814.23,3256.92,Home Care
C10218,2024-07-15,3,311.28,933.8399999999999,Beverages
C10298,2024-06-11,4,531.65,2126.6,Snacks
C10377,2024-11-16,5,842.35,4211.75,Grocery
C10385,2024-11-17,5,397.76,1988.8,Home Care
C10014,2024-11-16,4,1456.39,5825.56,Beverages
C10520,2024-12-28,3,1115.77,3347.31,Grocery
C10374,2024-09-23,9,737.01,6633.09,Personal Care
C10599,2024-11-07,7,1141.39,7989.7300000000005,Snacks
C10282,2024-09-16,6,643.49,3860.94,Grocery
C10368,2024-12-05,2,877.53,1755.06,Grocery
C10264,2024-06-24,3,482.1,1446.3000000000002,Beverages
C10533,2024-06-14,3,452.99,1358.97,Personal Care
C10499,2024-12-30,9,647.78,5830.0199999999995,Grocery
C10545,2024-08-02,2,268.94,537.88,Snacks
C10302,2024-04-29,1,679.57,679.57,Beverages
C10474,2024-09-24,2,388.25,776.5,Home Care
C10215,2024-12-14,5,300.14,1500.6999999999998,Snacks
C10276,2024-12-27,3,829.91,2489.73,Snacks
C10456,2024-11-30,1,484.91,484.91,Personal Care
C10048,2024-10-10,3,260.31,780.9300000000001,Grocery
C10426,2024-10-16,10,783.06,7830.599999999999,Beverages
C10009,2024-12-08,3,363.26,1089.78,Grocery
C10348,2024-12-21,4,734.41,2937.64,Beverages
C10286,2024-09-08,4,662.36,2649.44,Beverages
C10281,2024-11-06,3,537.53,1612.59,Personal Care
C10296,2024-07-16,2,332.74,665.48,Home Care
C10295,2024-09-13,2,599.27,1198.54,Beverages
C10244,2024-08-20,3,224.37,673.11,Home Care
C10270,2024-12-18,7,717.34,5021.38,Personal Care
C10340,2024-08-13,4,257.04,1028.16,Grocery
C10458,2024-10-21,3,461.11,1383.33,Snacks
C10331,2024-11-04,1,732.3,732.3,Snacks
C10385,2024-11-14,4,420.53,1682.12,Personal Care
C10501,2024-09-26,3,300.04,900.1200000000001,Beverages
C10593,2024-11-03,3,784.58,2353.7400000000002,Home Care
C10065,2024-08-11,4,549.04,2196.16,Snacks
C10427,2024-07-13,1,484.2,484.2,Beverages
C10135,2024-12-29,5,584.54,2922.7,Beverages
C10118,2024-11-11,7,797.97,5585.79,Personal Care
C10475,2024-10-26,4,874.99,3499.96,Personal Care
C10041,2024-12-20,1,250.23,250.23,Beverages
C10508,2024-12-06,3,763.29,2289.87,Snacks
C10462,2024-11-17,2,316.89,633.78,Grocery
C10596,2024-08-22,1,331.57,331.57,Snacks
C10400,2024-10-02,2,239.35,478.7,Personal Care
C10523,2024-08-11,1,320.27,320.27,Home Care
C10071,2024-09-15,2,462.43,924.86,Snacks
C10533,2024-11-06,1,597.41,597.41,Home Care
C10096,2024-12-23,4,541.69,2166.76,Snacks
C10188,2024-10-31,1,420.03,420.03,Snacks
C10076,2024-09-06,7,941.26,6588.82,Grocery
C10240,2024-12-05,2,753.46,1506.92,Grocery
C10449,2024-12-14,1,875.68,875.68,Snacks
C10160,2024-11-06,6,1047.06,6282.36,Grocery
C10493,2024-08-19,3,483.08,1449.24,Grocery
C10363,2024-11-26,6,584.91,3509.46,Beverages
C10377,2024-11-29,2,134.22,268.44,Snacks
C10563,2024-05-10,3,418.36,1255.08,Home Care
C10259,2024-09-10,5,389.57,1947.85,Personal Care
C10206,2024-10-23,5,428.48,2142.4,Home Care
C10596,2024-11-16,4,571.03,2284.12,Personal Care
C10334,2024-09-21,6,784.78,4708.68,Beverages
C10368,2024-12-04,2,543.36,1086.72,Home Care
C10177,2024-09-26,6,605.53,3633.18,Grocery
C10129,2024-12-28,5,867.2,4336.0,Grocery
C10101,2024-09-24,2,651.57,1303.14,Home Care
C10134,2024-12-26,2,532.66,1065.32,Beverages
C10117,2024-09-01,4,454.29,1817.16,Snacks
C10448,2024-12-03,5,1153.22,5766.1,Personal Care
C10034,2024-07-20,4,634.71,2538.84,Home Care
C10377,2024-12-12,2,355.0,710.0,Beverages
C10569,2024-11-23,5,577.5,2887.5,Home Care
C10459,2024-09-05,5,241.83,1209.15,Personal Care
C10241,2024-11-03,1,227.81,227.81,Beverages
C10035,2024-12-27,2,256.56,513.12,Snacks
C10500,2024-11-04,2,494.29,988.58,Home Care
C10001,2024-12-09,6,895.42,5372.5199999999995,Home Care
C10408,2024-11-15,2,749.65,1499.3,Snacks
C10402,2024-12-21,5,1070.47,5352.35,Snacks
C10115,2024-10-10,3,362.23,1086.69,Snacks
C10443,2024-12-26,1,379.6,379.6,Snacks
C10105,2024-09-10,1,469.44,469.44,Beverages
C10135,2024-11-07,3,419.87,1259.6100000000001,Personal Care
C10487,2024-09-27,2,757.09,1514.18,Home Care
C10587,2024-08-14,2,341.38,682.76,Home Care
C10158,2024-11-02,3,436.14,1308.42,Grocery
C10552,2024-12-02,2,287.25,574.5,Snacks
C10547,2024-11-09,1,420.35,420.35,Beverages
C10461,2024-08-04,5,276.66,1383.3000000000002,Grocery
C10084,2024-09-24,2,431.51,863.02,Beverages
C10179,2024-09-10,3,590.35,1771.0500000000002,Grocery
C10406,2024-11-15,3,452.54,1357.6200000000001,Home Care
C10599,2024-11-03,6,553.9,3323.3999999999996,Snacks
C10488,2024-12-18,8,780.57,6244.56,Home Care
C10252,2024-11-07,1,374.83,374.83,Personal Care
C10141,2024-11-29,4,440.28,1761.12,Beverages
C10576,2024-10-08,4,592.42,2369.68,Grocery
C10165,2024-08-18,1,418.73,418.73,Grocery
C10205,2024-08-18,2,130.14,260.28,Grocery
C10578,2024-06-03,2,543.95,1087.9,Grocery
C10336,2024-09-11,1,305.77,305.77,Snacks
C10158,2024-08-11,1,371.68,371.68,Home Care
C10003,2024-11-14,5,661.28,3306.3999999999996,Beverages
C10257,2024-08-30,3,341.86,1025.58,Snacks
C10591,2024-09-10,6,418.01,2508.06,Beverages
C10259,2024-11-22,4,495.41,1981.64,Home Care
C10419,2024-08-04,2,376.92,753.84,Home Care
C10151,2024-11-16,5,408.19,2040.95,Home Care
C10465,2024-09-13,2,363.18,726.36,Snacks
C10465,2024-07-27,3,402.87,1208.6100000000001,Personal Care
C10364,2024-11-18,5,851.19,4255.950000000001,Grocery
C10463,2024-12-22,3,584.03,1752.09,Snacks
C10347,2024-12-17,2,405.49,810.98,Grocery
C10226,2024-09-21,4,480.1,1920.4,Personal Care
C10442,2024-12-01,4,1228.2,4912.8,Grocery
C10501,2024-10-02,2,383.04,766.08,Snacks
C10504,2024-08-24,4,435.16,1740.64,Grocery
C10127,2024-08-07,5,510.65,2553.25,Home Care
C10405,2024-09-08,6,508.01,3048.06,Snacks
C10002,2024-12-01,1,421.41,421.41,Snacks
C10343,2024-11-24,6,872.51,5235.0599999999995,Personal Care
C10342,2024-09-22,6,714.65,4287.9,Personal Care
C10218,2024-11-11,2,341.21,682.42,Snacks
C10596,2024-07-12,2,445.14,890.28,Beverages
C10529,2024-05-25,1,401.05,401.05,Beverages
C10023,2024-11-20,1,498.12,498.12,Home Care
C10125,2024-11-05,2,349.42,698.84,Personal Care
C10124,2024-12-30,8,978.49,7827.92,Snacks
C10538,2024-11-28,2,771.07,1542.14,Snacks
C10311,2024-10-28,4,684.3,2737.2,Personal Care
C10437,2024-11-26,6,1120.11,6720.66,Grocery
C10485,2024-06-24,2,526.72,1053.44,Grocery
C10460,2024-09-26,6,793.46,4760.76,Grocery
C10053,2024-11-24,3,388.44,1165.32,Snacks
C10084,2024-07-04,5,577.57,2887.8500000000004,Personal Care
C10237,2024-10-04,3,357.08,1071.24,Beverages
C10203,2024-08-01,3,341.67,1025.01,Home Care
C10448,2024-07-22,2,602.12,1204.24,Personal Care
C10093,2024-09-17,3,440.55,1321.65,Personal Care
C10222,2024-08-27,4,447.25,1789.0,Home Care
C10141,2024-09-19,4,806.85,3227.4,Beverages
C10113,2024-09-17,5,809.93,4049.6499999999996,Home Care
C10103,2024-09-21,7,500.32,3502.24,Snacks
C10117,2024-12-24,4,698.44,2793.76,Snacks
C10338,2024-10-09,3,370.35,1111.0500000000002,Home Care
C10246,2024-08-06,2,260.58,521.16,Home Care
C10261,2024-12-19,5,690.47,3452.3500000000004,Personal Care
C10287,2024-10-07,2,326.2,652.4,Snacks
C10444,2024-11-05,2,581.11,1162.22,Home Care
C10517,2024-10-25,5,575.14,2875.7,Beverages
C10315,2024-11-28,3,332.79,998.3700000000001,Snacks
C10385,2024-12-20,6,957.02,5742.12,Personal Care
C10443,2024-09-28,1,742.13,742.13,Home Care
C10414,2024-12-28,1,380.52,380.52,Snacks
C10080,2024-11-29,3,903.15,2709.45,Snacks
C10589,2024-11-08,2,489.12,978.24,Beverages
C10098,2024-10-05,5,512.99,2564.95,Beverages
C10247,2024-12-01,5,734.11,3670.55,Home Care
C10391,2024-09-19,4,412.36,1649.44,Grocery
C10242,2024-08-09,5,259.55,1297.75,Grocery
C10145,2024-11-04,5,648.41,3242.0499999999997,Snacks
C10554,2024-08-20,2,302.46,604.92,Home Care
C10042,2024-10-26,5,738.57,3692.8500000000004,Personal Care
C10147,2024-09-17,6,645.43,3872.58,Snacks
C10595,2024-09-01,3,580.27,1740.81,Grocery
C10437,2024-07-20,2,345.65,691.3,Home Care
C10052,2024-10-22,4,517.97,2071.88,Beverages
C10452,2024-11-24,6,1064.27,6385.62,Grocery
C10581,2024-09-11,3,502.57,1507.71,Home Care
C10058,2024-09-07,4,386.61,1546.44,Home Care
C10248,2024-05-02,2,648.22,1296.44,Grocery
C10280,2024-09-18,1,338.56,338.56,Home Care
C10078,2024-09-07,4,374.21,1496.84,Snacks
C10120,2024-10-31,3,549.04,1647.12,Home Care
C10104,2024-10-13,3,443.05,1329.15,Home Care
C10111,2024-09-14,5,449.16,2245.8,Snacks
C10242,2024-07-28,5,403.66,2018.3000000000002,Beverages
C10278,2024-12-15,1,341.55,341.55,Home Care
C10142,2024-12-03,3,297.7,893.0999999999999,Grocery
C10173,2024-11-27,2,313.78,627.56,Snacks
C10115,2024-09-05,5,714.88,3574.4,Home Care
C10477,2024-12-18,2,875.86,1751.72,Beverages
C10127,2024-06-10,2,355.2,710.4,Grocery
C10544,2024-08-30,2,217.52,435.04,Grocery
C10323,2024-11-19,10,698.59,6985.900000000001,Snacks
C10481,2024-10-05,5,334.96,1674.8,Snacks
C10381,2024-12-08,2,767.74,1535.48,Home Care
C10159,2024-06-11,1,541.61,541.61,Personal Care
C10360,2024-12-02,2,1072.22,2144.44,Personal Care
C10164,2024-10-10,6,445.1,2670.6000000000004,Beverages
C10071,2024-11-27,4,528.01,2112.04,Grocery
C10152,2024-10-23,3,427.73,1283.19,Home Care
C10165,2024-12-01,4,1467.38,5869.52,Grocery
C10081,2024-07-15,6,599.08,3594.4800000000005,Home Care
C10014,2024-10-14,1,222.09,222.09,Beverages
C10566,2024-11-09,4,754.38,3017.52,Beverages
C10308,2024-11-15,1,303.69,303.69,Grocery
C10241,2024-11-21,3,876.9,2630.7,Grocery
C10557,2024-10-18,2,443.26,886.52,Grocery
C10134,2024-10-03,2,383.7,767.4,Snacks
C10241,2024-12-23,4,711.81,2847.24,Beverages
C10508,2024-09-26,1,336.4,336.4,Beverages
C10379,2024-10-11,1,544.0,544.0,Grocery
C10239,2024-11-30,1,371.07,371.07,Grocery
C10153,2024-10-19,4,291.3,1165.2,Home Care
C10021,2024-10-07,2,650.15,1300.3,Personal Care
C10051,2024-08-19,3,571.12,1713.3600000000001,Home Care
C10097,2024-11-16,1,497.11,497.11,Personal Care
C10471,2024-10-25,1,311.63,311.63,Home Care
C10383,2024-10-10,9,548.25,4934.25,Grocery
C10260,2024-11-12,2,550.21,1100.42,Home Care
C10469,2024-09-28,2,441.66,883.32,Beverages
C10096,2024-11-26,3,575.47,1726.41,Home Care
C10126,2024-12-27,4,607.24,2428.96,Home Care
C10235,2024-10-16,2,654.33,1308.66,Personal Care
C10550,2024-07-06,4,580.24,2320.96,Personal Care
C10368,2024-10-11,3,569.04,1707.12,Home Care
C10510,2024-11-30,2,623.46,1246.92,Personal Care
C10148,2024-12-30,3,720.45,2161.3500000000004,Snacks
C10509,2024-12-09,4,363.19,1452.76,Personal Care
C10043,2024-10-06,1,271.28,271.28,Grocery
C10136,2024-08-23,2,258.43,516.86,Snacks
C10313,2024-10-20,5,387.31,1936.55,Home Care
C10030,2024-11-08,3,216.07,648.21,Personal Care
C10514,2024-10-27,1,535.76,535.76,Personal Care
C10520,2024-09-24,3,278.49,835.47,Beverages
C10324,2024-09-17,2,273.85,547.7,Home Care
C10183,2024-11-18,7,264.12,1848.8400000000001,Grocery
C10059,2024-11-22,4,892.42,3569.68,Grocery
C10371,2024-11-14,5,663.73,3318.65,Home Care
C10322,2024-08-20,4,327.97,1311.88,Beverages
C10455,2024-12-21,7,1178.09,8246.63,Snacks
C10361,2024-09-24,4,312.93,1251.72,Beverages
C10076,2024-10-04,2,718.83,1437.66,Home Care
C10073,2024-09-30,4,529.45,2117.8,Grocery
C10468,2024-07-12,2,526.97,1053.94,Home Care
C10095,2024-07-17,1,300.98,300.98,Home Care
C10563,2024-12-20,3,352.82,1058.46,Personal Care
C10063,2024-12-19,4,1331.62,5326.48,Beverages
C10437,2024-10-28,3,412.55,1237.65,Beverages
C10585,2024-11-12,4,449.47,1797.88,Snacks
C10264,2024-10-10,3,650.4,1951.1999999999998,Beverages
C10034,2024-08-27,3,325.7,977.0999999999999,Home Care
C10526,2024-08-04,3,279.85,839.5500000000001,Home Care
C10112,2024-09-04,6,417.31,2503.86,Home Care
C10316,2024-11-14,2,395.45,790.9,Snacks
C10590,2024-10-07,3,670.46,2011.38,Home Care
C10446,2024-12-01,4,476.96,1907.84,Grocery
C10027,2024-12-22,5,1205.89,6029.450000000001,Grocery
C10492,2024-09-20,3,546.64,1639.92,Beverages
C10096,2024-09-19,4,1130.65,4522.6,Beverages
C10449,2024-11-03,2,398.32,796.64,Personal Care
C10372,2024-07-25,3,308.68,926.04,Beverages
C10172,2024-09-21,7,815.69,5709.83,Personal Care
C10254,2024-11-26,6,843.15,5058.9,Snacks
C10070,2024-10-25,1,357.53,357.53,Home Care
C10592,2024-09-08,3,429.35,1288.0500000000002,Grocery
C10143,2024-11-20,5,1018.91,5094.55,Home Care
C10185,2024-12-22,6,635.05,3810.2999999999997,Snacks
C10301,2024-07-28,4,265.82,1063.28,Personal Care
C10403,2024-10-19,4,520.78,2083.12,Grocery
C10303,2024-06-06,3,389.88,1169.6399999999999,Beverages
C10303,2024-09-09,4,857.29,3429.16,Personal Care
C10349,2024-06-08,2,602.31,1204.62,Snacks
C10514,2024-08-06,3,559.46,1678.38,Snacks
C10237,2024-07-14,2,552.38,1104.76,Snacks
C10499,2024-10-13,2,246.6,493.2,Beverages
C10472,2024-07-06,2,488.08,976.16,Personal Care
C10576,2024-12-09,4,853.63,3414.52,Snacks
C10547,2024-11-15,1,372.85,372.85,Grocery
C10478,2024-12-18,4,867.71,3470.84,Beverages
C10148,2024-12-06,5,614.4,3072.0,Personal Care
C10464,2024-11-04,2,442.13,884.26,Snacks
C10441,2024-11-13,3,701.36,2104.08,Home Care
C10173,2024-08-16,4,449.57,1798.28,Grocery
C10406,2024-08-05,4,425.54,1702.16,Grocery
C10151,2024-08-25,1,475.75,475.75,Beverages
C10313,2024-12-23,4,1213.97,4855.88,Snacks
C10478,2024-07-11,2,340.7,681.4,Home Care
C10113,2024-10-22,7,995.59,6969.13,Grocery
C10202,2024-12-01,2,938.11,1876.22,Personal Care
C10477,2024-11-02,5,641.69,3208.4500000000003,Home Care
C10272,2024-06-17,4,393.0,1572.0,Beverages
C10576,2024-11-22,3,550.92,1652.7599999999998,Snacks
C10004,2024-07-20,2,375.83,751.66,Snacks
C10433,2024-10-27,4,638.58,2554.32,Home Care
C10488,2024-09-10,3,457.17,1371.51,Grocery
C10550,2024-11-14,7,644.8,4513.599999999999,Snacks
C10094,2024-09-10,3,727.11,2181.33,Snacks
C10590,2024-10-11,3,742.62,2227.86,Home Care
C10235,2024-12-02,3,801.0,2403.0,Beverages
C10211,2024-08-05,1,386.15,386.15,Beverages
C10213,2024-11-19,3,325.41,976.23,Personal Care
C10382,2024-07-08,1,314.31,314.31,Personal Care
C10395,2024-12-20,3,219.09,657.27,Personal Care
C10284,2024-12-02,2,307.5,615.0,Personal Care
C10042,2024-09-14,4,857.12,3428.48,Grocery
C10591,2024-09-30,4,494.43,1977.72,Home Care
C10133,2024-10-14,5,919.28,4596.4,Home Care
C10056,2024-12-11,3,354.86,1064.58,Beverages
C10358,2024-11-28,6,608.15,3648.8999999999996,Snacks
C10247,2024-07-23,1,247.77,247.77,Personal Care
C10369,2024-07-08,1,390.87,390.87,Grocery
C10525,2024-11-23,4,686.02,2744.08,Personal Care
C10058,2024-11-22,9,778.55,7006.95,Beverages
C10170,2024-12-30,1,263.67,263.67,Personal Care
C10309,2024-11-02,4,815.91,3263.64,Snacks
C10472,2024-08-26,3,529.76,1589.28,Grocery
C10360,2024-11-08,5,999.55,4997.75,Grocery
C10229,2024-05-21,6,484.01,2904.06,Personal Care
C10366,2024-07-15,3,491.89,1475.67,Home Care
C10587,2024-12-14,5,857.94,4289.700000000001,Beverages
C10288,2024-10-22,3,390.69,1172.07,Home Care
C10530,2024-12-27,2,424.14,848.28,Snacks
C10467,2024-12-24,7,1225.68,8579.76,Grocery
C10180,2024-10-02,2,446.76,893.52,Home Care
C10149,2024-07-22,2,272.03,544.06,Grocery
C10462,2024-12-02,3,633.49,1900.47,Snacks
C10124,2024-10-21,2,397.24,794.48,Grocery
C10202,2024-09-20,6,859.85,5159.1,Beverages
C10141,2024-07-24,4,342.1,1368.4,Personal Care
C10363,2024-05-29,4,639.5,2558.0,Snacks
C10176,2024-10-23,1,304.35,304.35,Home Care
C10395,2024-10-31,2,853.16,1706.32,Beverages
C10560,2024-10-17,1,359.42,359.42,Grocery
C10497,2024-11-18,6,1402.7,8416.2,Home Care
C10568,2024-11-13,3,216.61,649.83,Beverages
C10014,2024-12-16,3,1235.53,3706.59,Grocery
C10273,2024-07-14,3,557.0,1671.0,Snacks
C10132,2024-11-12,6,670.24,4021.44,Snacks
C10550,2024-06-18,3,629.15,1887.4499999999998,Grocery
C10427,2024-11-12,5,436.78,2183.8999999999996,Snacks
C10192,2024-08-13,2,302.19,604.38,Snacks
C10338,2024-11-16,5,781.71,3908.55,Personal Care
C10363,2024-07-25,2,481.8,963.6,Grocery
C10297,2024-10-23,5,782.16,3910.7999999999997,Snacks
C10284,2024-08-25,1,312.19,312.19,Home Care
C10033,2024-11-23,4,253.29,1013.16,Snacks
C10271,2024-11-12,3,1037.94,3113.82,Beverages
C10208,2024-11-27,6,1079.37,6476.219999999999,Personal Care
C10490,2024-11-11,2,267.37,534.74,Beverages
C10519,2024-10-17,3,450.66,1351.98,Personal Care
C10450,2024-07-14,1,246.39,246.39,Personal Care
C10018,2024-05-27,2,527.27,1054.54,Home Care
C10504,2024-11-24,2,541.05,1082.1,Home Care
C10237,2024-11-20,7,916.91,6418.37,Snacks
C10249,2024-06-11,3,482.85,1448.5500000000002,Home Care
C10567,2024-10-09,2,466.7,933.4,Beverages
C10520,2024-11-28,4,1266.19,5064.76,Grocery
C10030,2024-12-29,2,352.02,704.04,Home Care
C10215,2024-09-03,1,597.82,597.82,Personal Care
C10449,2024-09-03,4,728.95,2915.8,Personal Care
C10323,2024-07-31,1,571.64,571.64,Home Care
C10154,2024-12-30,3,392.72,1178.16,Personal Care
C10314,2024-08-02,2,435.44,870.88,Snacks
C10519,2024-09-29,3,420.93,1262.79,Grocery
C10133,2024-12-07,3,1273.91,3821.7300000000005,Beverages
C10447,2024-09-29,2,391.35,782.7,Beverages
C10440,2024-08-25,3,487.89,1463.67,Personal Care
C10531,2024-09-13,4,607.73,2430.92,Personal Care
C10178,2024-12-25,2,851.31,1702.62,Home Care
C10129,2024-11-05,3,717.38,2152.14,Personal Care
C10328,2024-09-11,4,598.77,2395.08,Beverages
C10318,2024-12-26,2,366.09,732.18,Home Care
C10245,2024-08-23,2,379.68,759.36,Grocery
C10467,2024-11-05,3,738.79,2216.37,Grocery
C10479,2024-05-20,5,478.77,2393.85,Home Care
C10147,2024-10-22,6,766.37,4598.22,Home Care
C10477,2024-09-16,3,715.52,2146.56,Snacks
C10138,2024-08-28,3,593.94,1781.8200000000002,Snacks
C10244,2024-08-06,2,192.28,384.56,Home Care
C10016,2024-11-09,5,813.91,4069.5499999999997,Beverages
C10204,2024-07-16,1,359.79,359.79,Beverages
C10575,2024-07-18,4,388.54,1554.16,Beverages
C10265,2024-11-08,7,1479.67,10357.69,Beverages
C10426,2024-11-07,3,330.46,991.3799999999999,Beverages
C10064,2024-11-22,6,557.14,3342.84,Grocery
C10381,2024-11-13,5,522.44,2612.2000000000003,Snacks
C10222,2024-11-22,2,418.13,836.26,Snacks
C10446,2024-10-17,1,625.1,625.1,Grocery
C10556,2024-11-29,1,369.27,369.27,Personal Care
C10318,2024-09-07,4,667.28,2669.12,Snacks
C10061,2024-10-15,4,450.31,1801.24,Grocery
C10285,2024-11-03,4,475.69,1902.76,Grocery
C10073,2024-11-17,4,747.57,2990.28,Grocery
C10269,2024-07-29,4,267.22,1068.88,Snacks
C10036,2024-11-25,3,417.85,1253.5500000000002,Beverages
C10384,2024-07-10,3,685.11,2055.33,Personal Care
C10186,2024-05-16,3,520.39,1561.17,Snacks
C10120,2024-11-27,2,337.91,675.82,Home Care
C10010,2024-06-03,4,329.7,1318.8,Beverages
C10532,2024-12-08,4,681.52,2726.08,Grocery
C10502,2024-12-03,5,1199.71,5998.55,Beverages
C10487,2024-10-20,5,719.15,3595.75,Home Care
C10034,2024-12-18,1,390.15,390.15,Home Care
C10209,2024-07-30,2,333.42,666.84,Grocery
C10582,2024-11-26,2,511.14,1022.28,Beverages
C10347,2024-12-18,2,245.77,491.54,Snacks
C10077,2024-12-13,3,986.34,2959.02,Beverages
C10084,2024-12-28,2,913.73,1827.46,Beverages
C10157,2024-09-07,1,249.7,249.7,Personal Care
C10583,2024-10-03,2,1005.26,2010.52,Personal Care
C10101,2024-10-18,4,714.32,2857.28,Beverages
C10541,2024-08-29,3,324.38,973.14,Grocery
C10406,2024-12-04,2,689.14,1378.28,Beverages
C10553,2024-09-19,2,465.36,930.72,Personal Care
C10495,2024-06-25,3,437.52,1312.56,Personal Care
C10199,2024-09-16,5,619.08,3095.4,Home Care
C10496,2024-05-05,2,767.92,1535.84,Home Care
C10101,2024-09-01,2,270.45,540.9,Beverages
C10174,2024-09-01,1,375.5,375.5,Snacks
C10127,2024-11-12,3,620.48,1861.44,Personal Care
C10079,2024-12-17,3,429.0,1287.0,Beverages
C10054,2024-12-02,1,353.69,353.69,Snacks
C10112,2024-07-26,2,240.66,481.32,Personal Care
C10072,2024-10-15,2,354.18,708.36,Home Care
C10228,2024-07-20,4,578.37,2313.48,Grocery
C10042,2024-11-23,4,378.67,1514.68,Home Care
C10036,2024-05-28,2,295.04,590.08,Grocery
C10593,2024-12-04,4,889.9,3559.6,Beverages
C10052,2024-11-07,4,751.49,3005.96,Personal Care
C10044,2024-11-14,3,641.68,1925.04,Grocery
C10018,2024-10-23,6,518.75,3112.5,Grocery
C10079,2024-12-18,4,326.43,1305.72,Personal Care
C10316,2024-10-03,3,377.29,1131.8700000000001,Home Care
C10496,2024-05-20,1,484.92,484.92,Beverages
C10440,2024-11-29,4,1338.1,5352.4,Beverages
C10348,2024-08-19,2,381.46,762.92,Personal Care
C10051,2024-09-04,2,434.76,869.52,Home Care
C10464,2024-12-23,2,359.85,719.7,Beverages
C10022,2024-08-31,5,268.09,1340.4499999999998,Grocery
C10378,2024-10-15,2,406.52,813.04,Snacks
C10245,2024-10-24,6,693.53,4161.18,Beverages
C10529,2024-08-01,2,268.1,536.2,Snacks
C10184,2024-09-14,5,980.05,4900.25,Grocery
C10383,2024-11-01,5,741.82,3709.1000000000004,Snacks
C10263,2024-06-23,5,542.45,2712.25,Beverages
C10313,2024-10-21,4,882.36,3529.44,Personal Care
C10563,2024-11-01,6,741.06,4446.36,Beverages
C10427,2024-08-12,1,325.67,325.67,Beverages
C10248,2024-09-28,3,281.24,843.72,Beverages
C10268,2024-12-15,2,396.38,792.76,Home Care
C10422,2024-10-24,5,978.51,4892.55,Home Care
